time_log_prob,loss,log_prob,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,epoch,step,time_forward
7.457447052001953,12.667828559875488,-12.667828559875488,8.354307174682617,12.667829513549805,-12.667829513549805,0.060865744948387146,0,39,
,13.740180969238281,-13.740180969238281,,,,,1,49,2.4398322105407715
4.053783416748047,12.261070251464844,-12.261070251464844,4.009634494781494,12.261070251464844,-12.261070251464844,,1,79,
,13.544097900390625,-13.544097900390625,,,,,2,99,2.3399479389190674
10.254143714904785,11.972602844238281,-11.972602844238281,10.074617385864258,11.972602844238281,-11.972602844238281,,2,119,
,13.101982116699219,-13.101982116699219,,,,,3,149,1.776963472366333
2.500105142593384,11.844574928283691,-11.844574928283691,2.523282289505005,11.844575881958008,-11.844575881958008,,3,159,
,12.55325984954834,-12.55325984954834,,,,,4,199,27.261674880981445
2.4993896484375,11.786126136779785,-11.786126136779785,2.5143797397613525,11.786126136779785,-11.786126136779785,,4,199,
2.406454086303711,11.675475120544434,-11.675475120544434,2.404813289642334,11.675475120544434,-11.675475120544434,0.042998891323804855,5,239,
,12.782365798950195,-12.782365798950195,,,,,6,249,2.1292362213134766
1.9975662231445312,11.612988471984863,-11.612988471984863,2.0021371841430664,11.612987518310547,-11.612987518310547,,6,279,
,12.84512710571289,-12.84512710571289,,,,,7,299,1.876149296760559
5.904341220855713,11.625447273254395,-11.625447273254395,5.8385725021362305,11.625446319580078,-11.625446319580078,,7,319,
,12.645696640014648,-12.645696640014648,,,,,8,349,8.308095932006836
3.137063980102539,11.55106258392334,-11.55106258392334,3.120323657989502,11.551061630249023,-11.551061630249023,,8,359,
,12.01404094696045,-12.01404094696045,,,,,9,399,35.83356857299805
2.3303747177124023,11.539141654968262,-11.539141654968262,2.3444082736968994,11.539140701293945,-11.539140701293945,,9,399,
2.292633056640625,11.449104309082031,-11.449104309082031,2.3011720180511475,11.449103355407715,-11.449103355407715,0.028488880023360252,10,439,
,12.52119255065918,-12.52119255065918,,,,,11,449,2.3262109756469727
2.2923707962036133,11.404173851013184,-11.404173851013184,2.2958555221557617,11.404173851013184,-11.404173851013184,,11,479,
,12.50268840789795,-12.50268840789795,,,,,12,499,2.280808925628662
6.830883026123047,11.319757461547852,-11.319757461547852,6.736128807067871,11.319757461547852,-11.319757461547852,,12,519,
,12.474135398864746,-12.474135398864746,,,,,13,549,2.150423765182495
2.618718385696411,11.404596328735352,-11.404596328735352,2.626122236251831,11.404596328735352,-11.404596328735352,,13,559,
,12.922920227050781,-12.922920227050781,,,,,14,599,207.42788696289062
3.18286395072937,11.249917030334473,-11.249917030334473,3.1679012775421143,11.249917030334473,-11.249917030334473,,14,599,
1.9356249570846558,11.221802711486816,-11.221802711486816,1.9429023265838623,11.221803665161133,-11.221803665161133,0.026998348534107208,15,639,
,12.344549179077148,-12.344549179077148,,,,,16,649,1.80071222782135
2.9041764736175537,11.126570701599121,-11.126570701599121,2.8934149742126465,11.126569747924805,-11.126569747924805,,16,679,
,12.424503326416016,-12.424503326416016,,,,,17,699,1.7739366292953491
2.3329017162323,11.23038387298584,-11.23038387298584,2.330540180206299,11.230382919311523,-11.230382919311523,,17,719,
,12.316308975219727,-12.316308975219727,,,,,18,749,1.6544945240020752
3.4732820987701416,11.113951683044434,-11.113951683044434,3.4567368030548096,11.113951683044434,-11.113951683044434,,18,759,
,12.304780006408691,-12.304780006408691,,,,,19,799,28.0700626373291
2.1397829055786133,11.168139457702637,-11.168139457702637,2.1624672412872314,11.168140411376953,-11.168140411376953,,19,799,
