model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_40,SF,24,1000,40,0.975,1,39,0.13476967811584473,0.0022461613019307456,590.45703125,0.0,590.45703125,0.003369241952896118,0.00013476967811584472,0.0,Linux,True,cuda:0
