model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_40,ER,1,1000,40,1.0,4,40,0.18165040016174316,0.003027506669362386,590.375,0.0,590.375,0.004541260004043579,0.00018165040016174318,0.0,Linux,True,cuda:0
