node_count,graph_type,dataset_idx,true_shifted_nodes,true_function_shifts,true_noise_shifts,nodes_with_parents,fans_shifted_nodes,fans_function_shifts,fans_noise_shifts,fans_error,splitkci_shifted_nodes,splitkci_function_shifts,splitkci_noise_shifts,splitkci_error,prediter_shifted_nodes,prediter_function_shifts,prediter_noise_shifts,prediter_error,iscan_shifted_nodes,iscan_function_shifts,iscan_noise_shifts,iscan_error,linearccp_shifted_nodes,linearccp_function_shifts,linearccp_noise_shifts,linearccp_error,gpr_shifted_nodes,gpr_function_shifts,gpr_noise_shifts,gpr_error,fans_f1_shifted,fans_f1_function,fans_f1_noise,fans_f1_macro,gpr_f1_shifted,gpr_f1_function,gpr_f1_noise,gpr_f1_macro,iscan_f1_shifted,iscan_f1_function,iscan_f1_noise,iscan_f1_macro,linearccp_f1_shifted,linearccp_f1_function,linearccp_f1_noise,linearccp_f1_macro,splitkci_f1_shifted,splitkci_f1_function,splitkci_f1_noise,prediter_f1_shifted,prediter_f1_function,prediter_f1_noise
10,ER,1,"[6, 9]",[6],[9],"[5, 6, 7, 8, 9]","[6, 7, 9]",[6],[9],,"[5, 6, 8]",[],[],,[6],[],[],,"[6, 9]","[6, 9]",[],,"[6, 9]","[6, 9]",[],,"[6, 9]",[6],[9],,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.4,,,0.6666666666666666,,
10,ER,2,"[5, 9]",[9],[5],"[2, 4, 5, 6, 7, 9]","[5, 9]","[5, 9]",[],,"[2, 4, 5, 7]",[],[],,[5],[],[],,"[4, 5]","[5, 9]",[],,"[5, 6, 9]",[9],[5],,"[5, 9]",[9],[5],,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.3333333333333333,,,0.6666666666666666,,
10,ER,3,"[2, 5]",[2],[5],"[2, 3, 5, 6, 8, 9]","[2, 5, 8, 9]","[2, 5]",[],,"[2, 5, 8, 9]",[],[],,"[2, 5]",[],[],,"[2, 5, 6]","[2, 5]",[],,"[2, 5, 6, 8, 9]",[2],[5],,"[2, 5]",[2],[5],,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.8,0.6666666666666666,0.0,0.3333333333333333,0.5714285714285715,1.0,1.0,1.0,0.6666666666666666,,,1.0,,
10,ER,4,"[5, 6]",[6],[5],"[2, 5, 6, 7, 8, 9]","[5, 6, 9]",[6],[5],,[],[],[],,"[5, 6]",[],[],,"[2, 5, 6, 9]",[6],[5],,"[5, 6, 8, 9]",[6],[5],,"[5, 6]",[6],[5],,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,,,1.0,,
10,ER,5,"[4, 6]",[6],[4],"[3, 4, 5, 6, 7, 9]","[4, 6, 9]","[4, 6]",[],,"[3, 5, 6, 9]",[],[],,"[4, 6]",[],[],,[],[6],[4],,"[4, 5, 6, 9]",[6],[4],,"[4, 6]","[4, 6]",[],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,1.0,,
10,ER,6,"[4, 5]",[5],[4],"[3, 4, 5, 6, 8, 9]","[4, 5, 6, 8, 9]","[4, 5]",[],,"[4, 5]",[],[],,"[4, 5]",[],[],,[8],"[4, 5]",[],,"[4, 5, 6, 8, 9]",[5],[4],,"[4, 5]",[5],[4],,0.5714285714285715,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5714285714285715,1.0,1.0,1.0,1.0,,,1.0,,
10,ER,7,"[6, 8]",[6],[8],"[4, 5, 6, 7, 8]","[6, 8]","[6, 8]",[],,"[6, 7, 8]",[],[],,[6],[],[],,"[5, 7, 8]","[6, 8]",[],,"[6, 8]",[6],[8],,"[6, 8]",[6],[8],,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.8,,,0.6666666666666666,,
10,ER,8,"[7, 8]",[7],[8],"[3, 5, 6, 7, 8, 9]","[7, 8, 9]","[7, 8]",[],,"[6, 8]",[],[],,[8],[],[],,"[3, 6, 7, 8]","[7, 8]",[],,"[7, 8]",[8],[7],,"[7, 8]",[7],[8],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.5,,,0.6666666666666666,,
10,ER,9,"[5, 8]",[5],[8],"[3, 4, 5, 6, 7, 8, 9]","[5, 6, 8, 9]","[5, 8]",[],,"[3, 4, 5, 7, 8, 9]",[],[],,"[5, 8]",[],[],,"[3, 6, 7, 8, 9]","[5, 8]",[],,"[5, 6, 8, 9]","[5, 8]",[],,"[5, 8]",[5],[8],,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.28571428571428575,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.5,,,1.0,,
10,ER,10,"[5, 7]",[5],[7],"[2, 4, 5, 6, 7, 8, 9]","[5, 6, 7]","[5, 7]",[],,"[2, 4, 8, 9]",[],[],,"[5, 7]",[],[],,"[4, 7, 9]",[5],[7],,"[5, 6, 7]","[5, 7]",[],,"[5, 7]",[5],[7],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.8,0.6666666666666666,0.0,0.3333333333333333,0.0,,,1.0,,
10,ER,11,"[5, 7]",[5],[7],"[5, 6, 7, 8, 9]","[5, 6, 7, 8, 9]","[5, 7]",[],,"[7, 8]",[],[],,"[5, 7]",[],[],,"[5, 7]",[5],[7],,"[5, 6, 7, 8, 9]",[],"[5, 7]",,"[5, 7]",[5],[7],,0.5714285714285715,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285715,0.0,0.6666666666666666,0.3333333333333333,0.5,,,1.0,,
10,ER,12,"[1, 6]",[6],[1],"[1, 3, 4, 5, 6, 9]","[1, 6, 9]","[1, 6]",[],,"[1, 3, 6, 9]",[],[],,[1],[],[],,"[3, 5, 6, 9]","[1, 6]",[],,"[1, 3, 4, 5, 6, 9]",[6],[1],,"[1, 6]","[1, 6]",[],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,
10,ER,13,"[4, 8]",[8],[4],"[4, 5, 6, 7, 8, 9]","[4, 5, 8]","[4, 8]",[],,"[4, 5, 8, 9]",[],[],,[4],[],[],,[8],"[4, 8]",[],,"[4, 5, 6, 7, 8]",[8],[4],,"[4, 8]",[8],[4],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.5714285714285715,1.0,1.0,1.0,0.6666666666666666,,,0.6666666666666666,,
10,ER,14,"[7, 9]",[7],[9],"[1, 4, 5, 6, 7, 8, 9]","[7, 9]","[7, 9]",[],,"[1, 5, 7, 8]",[],[],,[9],[],[],,"[8, 9]",[7],[9],,"[1, 7, 9]",[7],[9],,"[7, 9]",[],"[7, 9]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.3333333333333333,,,0.6666666666666666,,
10,ER,15,"[4, 9]",[4],[9],"[2, 4, 5, 6, 7, 8, 9]","[4, 8, 9]","[4, 9]",[],,"[2, 4]",[],[],,"[4, 9]",[],[],,[],"[4, 9]",[],,"[4, 6, 7, 9]",[9],[4],,"[4, 9]",[4],[9],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.5,,,1.0,,
10,ER,16,"[6, 8]",[6],[8],"[2, 6, 7, 8, 9]","[6, 7, 8, 9]","[6, 8]",[],,"[2, 6, 8]",[],[],,[8],[],[],,"[2, 9]",[6],[8],,"[6, 7, 8, 9]",[],"[6, 8]",,"[6, 8]",[],"[6, 8]",,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.8,,,0.6666666666666666,,
10,ER,17,"[7, 9]",[7],[9],"[3, 4, 7, 8, 9]","[7, 9]","[7, 9]",[],,"[7, 8]",[],[],,"[7, 9]",[],[],,[],"[7, 9]",[],,"[7, 9]","[7, 9]",[],,"[7, 9]",[7],[9],,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.5,,,1.0,,
10,ER,18,"[6, 7]",[7],[6],"[1, 2, 6, 7, 9]","[6, 7, 9]","[6, 7]",[],,"[2, 7]",[],[],,[7],[],[],,"[1, 6]","[6, 7]",[],,"[6, 7]",[7],[6],,"[6, 7]",[],"[6, 7]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,,,0.6666666666666666,,
10,ER,19,"[2, 7]",[2],[7],"[2, 4, 5, 6, 7, 8]","[2, 4, 7, 8]","[2, 7]",[],,[8],[],[],,[2],[],[],,"[2, 6]",[2],[7],,"[2, 4, 5, 6, 7]",[7],[2],,"[2, 7]",[],"[2, 7]",,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,0.5714285714285715,0.0,0.0,0.0,0.0,,,0.6666666666666666,,
10,ER,20,"[3, 6]",[3],[6],"[2, 3, 4, 5, 6, 7, 8, 9]","[3, 5, 6, 8, 9]","[3, 6]",[],,"[3, 4, 6]",[],[],,"[3, 6]",[],[],,[3],"[3, 6]",[],,"[3, 4, 5, 6]",[],"[3, 6]",,"[3, 6]",[],"[3, 6]",,0.5714285714285715,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.8,,,1.0,,
10,ER,21,"[8, 9]","[8, 9]",[],"[4, 5, 6, 7, 8, 9]","[8, 9]","[8, 9]",[],,"[4, 5, 7]",[],[],,[9],[],[],,[],"[8, 9]",[],,"[5, 8, 9]","[8, 9]",[],,"[8, 9]","[8, 9]",[],,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8,1.0,0.0,1.0,0.0,,,0.6666666666666666,,
10,ER,22,"[3, 4]","[3, 4]",[],"[3, 4, 6, 7, 8, 9]","[3, 4, 8, 9]","[3, 4]",[],,"[3, 8]",[],[],,[],[],[],,[],"[3, 4]",[],,"[3, 4, 6, 9]",[4],[3],,"[3, 4]","[3, 4]",[],,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.5,,,0.0,,
10,ER,23,"[4, 7]","[4, 7]",[],"[2, 3, 4, 7, 8, 9]","[4, 7, 9]","[4, 7]",[],,"[2, 4, 7, 8, 9]",[],[],,[4],[],[],,[4],"[4, 7]",[],,"[4, 7, 9]","[4, 7]",[],,"[4, 7]",[4],[7],,0.8,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.8,1.0,0.0,1.0,0.5714285714285715,,,0.6666666666666666,,
10,ER,24,"[5, 6]","[5, 6]",[],"[3, 4, 5, 6, 7, 9]","[5, 6, 7, 9]","[5, 6]",[],,"[3, 5, 7]",[],[],,"[5, 6]",[],[],,[6],"[5, 6]",[],,"[5, 6, 9]",[5],[6],,"[5, 6]",[5],[6],,0.6666666666666666,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.8,0.6666666666666666,0.0,0.6666666666666666,0.4,,,1.0,,
10,ER,25,"[3, 8]","[3, 8]",[],"[3, 4, 5, 6, 7, 8, 9]","[3, 7, 8, 9]","[3, 8]",[],,"[4, 8, 9]",[],[],,"[3, 8]",[],[],,"[4, 8]","[3, 8]",[],,"[3, 4, 5, 6, 7, 8]","[3, 8]",[],,"[3, 8]","[3, 8]",[],,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.4,,,1.0,,
10,ER,26,"[2, 8]",[],"[2, 8]","[2, 4, 5, 6, 8, 9]","[2, 8]","[2, 8]",[],,"[4, 5, 8, 9]",[],[],,"[2, 8]",[],[],,[5],[2],[8],,"[2, 5, 8, 9]",[8],[2],,"[2, 8]",[],"[2, 8]",,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,1.0,,
10,ER,27,"[2, 7]",[],"[2, 7]","[1, 2, 3, 5, 6, 7, 8, 9]","[2, 7, 9]",[2],[7],,"[1, 3, 5, 6, 7, 8, 9]",[],[],,"[2, 7]",[],[],,[],"[2, 7]",[],,"[2, 3, 6, 7]",[],"[2, 7]",,"[2, 7]",[],"[2, 7]",,0.8,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.22222222222222224,,,1.0,,
10,ER,28,"[4, 8]",[],"[4, 8]","[4, 5, 6, 7, 8, 9]","[4, 7, 8, 9]","[4, 8]",[],,"[4, 6, 7, 8]",[],[],,"[4, 8]",[],[],,[5],[4],[8],,"[4, 5, 8]",[],"[4, 8]",,"[4, 8]",[4],[8],,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,1.0,1.0,0.6666666666666666,,,1.0,,
10,ER,29,"[4, 9]",[],"[4, 9]","[3, 4, 6, 7, 8, 9]","[4, 9]",[9],[4],,"[3, 6, 8, 9]",[],[],,"[4, 9]",[],[],,[],"[4, 9]",[],,"[4, 7, 8, 9]",[],"[4, 9]",,"[4, 9]",[],"[4, 9]",,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,,,1.0,,
10,ER,30,"[7, 9]",[],"[7, 9]","[2, 6, 7, 8, 9]","[7, 8, 9]","[7, 9]",[],,[],[],[],,[7],[],[],,"[6, 8, 9]",[9],[7],,"[6, 7, 9]",[9],[7],,"[7, 9]",[],"[7, 9]",,0.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,0.0,,,0.6666666666666666,,
10,SF,1,"[1, 5]",[1],[5],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 5, 8, 9]","[1, 5]",[],,"[1, 3, 5, 8, 9]",[],[],,"[1, 5]",[],[],,"[8, 9]","[1, 5]",[],,"[1, 3, 4, 5, 7, 8, 9]","[1, 5]",[],,"[1, 5]",[1],[5],,0.5714285714285715,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.0,0.3333333333333333,0.5714285714285715,,,1.0,,
10,SF,2,"[4, 6]",[6],[4],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 6, 9]",[6],[4],,"[1, 2, 3, 4, 7, 9]",[],[],,[4],[],[],,"[3, 4, 5, 8, 9]","[4, 6]",[],,"[4, 6]",[6],[4],,"[4, 6]",[],"[4, 6]",,0.8,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.28571428571428575,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.25,,,0.6666666666666666,,
10,SF,3,"[1, 6]",[1],[6],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4, 5, 6, 9]",[1],[6],,"[3, 8]",[],[],,[6],[],[],,"[2, 3, 6, 9]","[1, 6]",[],,"[1, 2, 3, 6, 8, 9]","[1, 6]",[],,"[1, 6]",[1],[6],,0.5714285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,0.0,,,0.6666666666666666,,
10,SF,4,"[6, 7]",[6],[7],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[6, 7]",[6],[7],,"[1, 3, 4, 5, 6, 7, 8]",[],[],,[7],[],[],,"[3, 7]","[6, 7]",[],,"[6, 7]",[6],[7],,"[6, 7]",[],"[6, 7]",,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4444444444444445,,,0.6666666666666666,,
10,SF,5,"[4, 7]",[7],[4],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7, 9]",[7],[4],,"[1, 2, 3, 5, 6, 8, 9]",[],[],,"[4, 7]",[],[],,[4],"[4, 7]",[],,"[4, 7, 9]",[7],[4],,"[4, 7]",[7],[4],,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.0,,,1.0,,
10,SF,6,"[3, 6]",[3],[6],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 6, 9]","[3, 6]",[],,"[6, 7]",[],[],,[6],[],[],,"[2, 8]",[3],[6],,"[3, 5, 6, 8]",[3],[6],,"[3, 6]",[],"[3, 6]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5,,,0.6666666666666666,,
10,SF,7,"[3, 4]",[4],[3],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 9]",[4],[3],,"[2, 3, 4, 5, 7, 9]",[],[],,[3],[],[],,"[2, 7]",[4],[3],,"[3, 4, 5]",[4],[3],,"[3, 4]",[4],[3],,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.5,,,0.6666666666666666,,
10,SF,8,"[2, 9]",[2],[9],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 3, 7, 9]","[2, 9]",[],,"[1, 2, 3, 4, 5, 6, 8]",[],[],,"[2, 9]",[],[],,[8],[2],[9],,"[2, 9]",[2],[9],,"[2, 9]",[2],[9],,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22222222222222224,,,1.0,,
10,SF,9,"[1, 5]",[1],[5],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 5, 7]","[1, 5]",[],,"[1, 2, 4, 8, 9]",[],[],,"[1, 5]",[],[],,"[3, 7]",[1],[5],,"[1, 3, 5, 6, 7, 9]",[1],[5],,"[1, 5]",[1],[5],,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.28571428571428575,,,1.0,,
10,SF,10,"[3, 7]",[7],[3],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 7]","[3, 7]",[],,"[2, 3, 5, 9]",[],[],,[3],[],[],,[2],[7],[3],,"[1, 3, 4, 7]",[7],[3],,"[3, 7]",[7],[3],,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,0.6666666666666666,,
10,SF,11,"[2, 6]",[2],[6],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 6, 9]","[2, 6]",[],,"[1, 4, 6, 7, 8]",[],[],,"[2, 6]",[],[],,"[2, 3, 6, 7]","[2, 6]",[],,"[1, 2, 6]",[],"[2, 6]",,"[2, 6]",[],"[2, 6]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.8,0.0,0.6666666666666666,0.3333333333333333,0.28571428571428575,,,1.0,,
10,SF,12,"[2, 9]",[9],[2],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 9]",[9],[2],,"[2, 3, 4, 5, 6, 7]",[],[],,"[2, 9]",[],[],,"[8, 9]","[2, 9]",[],,"[2, 3, 9]",[9],[2],,"[2, 9]",[],"[2, 9]",,1.0,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.25,,,1.0,,
10,SF,13,"[4, 7]",[4],[7],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7]","[4, 7]",[],,"[1, 2, 3, 5, 8]",[],[],,"[4, 7]",[],[],,"[4, 7, 8, 9]",[4],[7],,"[1, 4, 7, 8, 9]",[7],[4],,"[4, 7]",[],"[4, 7]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.5714285714285715,0.0,0.0,0.0,0.0,,,1.0,,
10,SF,14,"[3, 9]",[9],[3],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 9]","[3, 9]",[],,"[1, 3, 4, 8, 9]",[],[],,"[3, 9]",[],[],,"[3, 5, 9]","[3, 9]",[],,"[3, 9]",[9],[3],,"[3, 9]",[],"[3, 9]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5714285714285715,,,1.0,,
10,SF,15,"[3, 6]",[6],[3],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 6, 9]",[6],[3],,"[2, 3, 4, 5, 8]",[],[],,"[3, 6]",[],[],,"[1, 2, 4, 6, 8]",[6],[3],,"[3, 4, 6, 8]",[],"[3, 6]",,"[3, 6]",[],"[3, 6]",,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.28571428571428575,1.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.28571428571428575,,,1.0,,
10,SF,16,"[3, 5]",[3],[5],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 4, 5, 8, 9]",[3],[5],,"[3, 4, 5, 7]",[],[],,"[3, 5]",[],[],,"[4, 8]",[3],[5],,"[1, 2, 3, 4, 5, 8, 9]",[],"[3, 5]",,"[3, 5]",[],"[3, 5]",,0.5714285714285715,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.4444444444444445,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,,,1.0,,
10,SF,17,"[4, 8]",[8],[4],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[4, 7, 8]","[4, 8]",[],,"[1, 4, 5, 6, 8, 9]",[],[],,"[4, 8]",[],[],,"[1, 8, 9]","[4, 8]",[],,"[1, 4, 7, 8]",[8],[4],,"[4, 8]",[],"[4, 8]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.5,,,1.0,,
10,SF,18,"[1, 8]",[8],[1],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 8]","[1, 8]",[],,"[1, 2, 5, 6, 9]",[],[],,"[1, 8]",[],[],,"[1, 2, 3, 5, 8]",[8],[1],,"[1, 3, 6, 8]",[8],[1],,"[1, 8]",[],"[1, 8]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.5714285714285715,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.28571428571428575,,,1.0,,
10,SF,19,"[1, 7]",[7],[1],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 7, 9]","[1, 7]",[],,"[1, 2, 4, 7, 9]",[],[],,"[1, 7]",[],[],,[7],"[1, 7]",[],,"[1, 7, 9]",[7],[1],,"[1, 7]",[],"[1, 7]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.8,1.0,1.0,1.0,0.5714285714285715,,,1.0,,
10,SF,20,"[1, 4]",[4],[1],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 4]","[1, 4]",[],,"[1, 2, 6, 7, 9]",[],[],,"[1, 4]",[],[],,[8],[4],[1],,"[1, 4, 6]",[4],[1],,"[1, 4]",[],"[1, 4]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.28571428571428575,,,1.0,,
10,SF,21,"[1, 7]","[1, 7]",[],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 3, 4, 7]","[1, 7]",[],,"[2, 4, 6, 9]",[],[],,"[1, 7]",[],[],,"[3, 4]","[1, 7]",[],,"[1, 3, 4, 6, 7, 8]",[7],[1],,"[1, 7]",[7],[1],,0.5714285714285715,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.6666666666666666,0.0,,,1.0,,
10,SF,22,"[3, 8]","[3, 8]",[],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 8, 9]","[3, 8]",[],,"[3, 4, 6, 8, 9]",[],[],,"[3, 8]",[],[],,[],"[3, 8]",[],,"[3, 8]","[3, 8]",[],,"[3, 8]",[3],[8],,0.8,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5714285714285715,,,1.0,,
