node_count,graph_type,dataset_idx,true_shifted_nodes,true_function_shifts,true_noise_shifts,nodes_with_parents,fans_shifted_nodes,fans_function_shifts,fans_noise_shifts,fans_error,splitkci_shifted_nodes,splitkci_function_shifts,splitkci_noise_shifts,splitkci_error,prediter_shifted_nodes,prediter_function_shifts,prediter_noise_shifts,prediter_error,iscan_shifted_nodes,iscan_function_shifts,iscan_noise_shifts,iscan_error,linearccp_shifted_nodes,linearccp_function_shifts,linearccp_noise_shifts,linearccp_error,gpr_shifted_nodes,gpr_function_shifts,gpr_noise_shifts,gpr_error,fans_f1_shifted,fans_f1_function,fans_f1_noise,fans_f1_macro,gpr_f1_shifted,gpr_f1_function,gpr_f1_noise,gpr_f1_macro,iscan_f1_shifted,iscan_f1_function,iscan_f1_noise,iscan_f1_macro,linearccp_f1_shifted,linearccp_f1_function,linearccp_f1_noise,linearccp_f1_macro,splitkci_f1_shifted,splitkci_f1_function,splitkci_f1_noise,prediter_f1_shifted,prediter_f1_function,prediter_f1_noise
50,ER,15,"[9, 18, 23, 28, 31, 34, 36, 37, 40, 44]","[9, 18, 34, 36, 40]","[23, 28, 31, 37, 44]","[7, 8, 9, 11, 15, 18, 21, 22, 23, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 43, 44, 45, 46, 48, 49]","[9, 18, 23, 28, 29, 31, 34, 35, 36, 37, 38, 40, 44]","[9, 18, 23, 28, 31, 34, 36, 37, 40, 44]",[],,"[7, 11, 15, 23, 28, 30, 32, 33, 36, 45]",[],[],,"[9, 18, 23, 28, 31, 37, 40, 44]",[],[],,"[7, 9, 11, 15, 18, 21, 22, 23, 28, 30, 31, 32, 33, 36, 37, 38, 39, 40, 43, 44, 45, 48, 49]","[9, 18, 28, 31, 34, 40, 44]","[23, 36, 37]",,"[9, 15, 18, 23, 28, 29, 31, 34, 35, 36, 37, 38, 39, 40, 43, 44, 48]","[9, 31, 34, 36]","[18, 23, 28, 37, 40, 44]",,"[9, 18, 23, 28, 31, 34, 36, 37, 40, 44]","[34, 36]","[9, 18, 23, 28, 31, 37, 40, 44]",,0.8695652173913044,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.5454545454545454,0.6666666666666666,0.5,0.5833333333333333,0.7407407407407407,0.6666666666666665,0.7272727272727272,0.6969696969696968,0.3,,,0.888888888888889,,
50,ER,16,"[14, 15, 24, 25, 26, 31, 36, 37, 44, 49]","[15, 31, 37, 44, 49]","[14, 24, 25, 26, 36]","[6, 14, 15, 18, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48, 49]","[14, 15, 22, 25, 31, 32, 35, 36, 37, 44, 49]","[14, 15, 24, 25, 26, 31, 37, 49]","[36, 44]",,"[14, 15, 18, 22, 26, 27, 34, 37, 38, 39, 44, 45, 46, 48]",[],[],,"[14, 15, 25, 26, 31, 36, 44, 49]",[],[],,"[6, 14, 15, 18, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 39, 44, 45, 46, 48, 49]","[15, 31, 36, 37, 44, 49]","[14, 24, 25, 26]",,"[14, 15, 20, 24, 25, 26, 31, 35, 36, 37, 38, 40, 44, 45, 46, 47, 48, 49]","[37, 44]","[14, 15, 24, 25, 26, 31, 36, 49]",,"[14, 15, 24, 25, 26, 31, 36, 37, 44, 49]","[25, 36, 37, 44, 49]","[14, 15, 24, 26, 31]",,0.761904761904762,0.6153846153846154,0.28571428571428575,0.4505494505494506,1.0,0.6,0.6,0.6,0.5714285714285715,0.9090909090909091,0.888888888888889,0.898989898989899,0.7142857142857143,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.41666666666666663,,,0.888888888888889,,
50,ER,17,"[10, 13, 16, 21, 23, 24, 30, 35, 36, 45]","[10, 23, 30, 35, 45]","[13, 16, 21, 24, 36]","[9, 10, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 44, 45, 46, 47, 48, 49]","[10, 13, 21, 23, 30, 35, 36, 45]","[10, 13, 16, 21, 23, 24, 30, 45]","[35, 36]",,"[9, 10, 16, 17, 18, 19, 21, 23, 24, 25, 26, 29, 31, 32, 33, 36, 38, 39, 40, 46, 48]",[],[],,"[10, 13, 16, 21, 30, 35, 36]",[],[],,"[10, 13, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 44, 45, 46, 47]","[10, 13, 16, 21, 23, 24, 30, 35, 45]",[36],,"[10, 13, 16, 21, 23, 24, 30, 34, 35, 36, 37, 38, 45, 46, 48]","[13, 16, 23, 24, 30, 45]","[10, 21, 35, 36]",,"[10, 13, 16, 21, 23, 24, 30, 35, 36, 45]","[10, 23, 30, 35]","[13, 16, 21, 24, 36, 45]",,0.888888888888889,0.6153846153846154,0.28571428571428575,0.4505494505494506,1.0,0.888888888888889,0.9090909090909091,0.898989898989899,0.5555555555555556,0.7142857142857143,0.33333333333333337,0.5238095238095238,0.8,0.5454545454545454,0.4444444444444445,0.4949494949494949,0.3870967741935483,,,0.8235294117647058,,
50,ER,18,"[7, 16, 23, 26, 30, 31, 33, 38, 44, 46]","[7, 23, 26, 31, 33]","[16, 30, 38, 44, 46]","[7, 8, 16, 17, 18, 19, 23, 25, 26, 27, 28, 29, 30, 31, 33, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 48, 49]","[7, 8, 16, 23, 26, 29, 30, 31, 33, 37, 38]","[7, 16, 23, 26, 31, 33, 38, 44, 46]",[30],,"[16, 18, 25, 26, 27, 28, 29, 30, 35, 37, 38, 45, 46, 48, 49]",[],[],,"[7, 16, 23, 26, 31, 33, 38, 40, 44]",[],[],,"[7, 16, 23, 26, 31, 38, 42, 44, 49]","[7, 16, 23, 26, 30, 31, 33, 38]","[44, 46]",,"[7, 16, 23, 26, 30, 31, 33, 38, 40, 42, 44, 46, 49]","[26, 31, 38, 44]","[7, 16, 23, 30, 33, 46]",,"[7, 16, 23, 26, 30, 31, 33, 38, 44, 46]","[26, 31]","[7, 16, 23, 30, 33, 38, 44, 46]",,0.761904761904762,0.7142857142857143,0.33333333333333337,0.5238095238095238,1.0,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.7368421052631577,0.7692307692307693,0.5714285714285715,0.6703296703296704,0.8695652173913044,0.4444444444444445,0.5454545454545454,0.4949494949494949,0.4,,,0.8421052631578948,,
50,ER,19,"[24, 27, 31, 33, 34, 36, 41, 42, 43, 45]","[24, 31, 33, 34, 41]","[27, 36, 42, 43, 45]","[5, 9, 19, 20, 21, 22, 24, 25, 27, 28, 30, 31, 32, 33, 34, 36, 37, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[24, 30, 31, 33, 34, 41, 42]","[24, 27, 31, 33, 34, 36, 41, 43, 45]",[42],,"[5, 9, 19, 24, 28, 30, 31, 33, 34, 41, 42, 45, 46, 49]",[],[],,"[24, 27, 33, 34, 41, 42]",[],[],,"[5, 9, 19, 20, 21, 22, 24, 25, 27, 30, 31, 33, 34, 36, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[24, 27, 31, 33, 34, 36, 41, 43, 45]",[42],,"[19, 24, 27, 31, 33, 34, 36, 41, 42, 43, 45, 46, 48, 49]","[24, 33, 34, 36]","[27, 31, 41, 42, 43, 45]",,"[24, 27, 31, 33, 34, 36, 41, 42, 43, 45]","[31, 41]","[24, 27, 33, 34, 36, 42, 43, 45]",,0.7058823529411764,0.7142857142857143,0.33333333333333337,0.5238095238095238,1.0,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.5882352941176471,0.7142857142857143,0.33333333333333337,0.5238095238095238,0.8333333333333333,0.6666666666666665,0.7272727272727272,0.6969696969696968,0.5833333333333334,,,0.7499999999999999,,
50,ER,20,"[9, 18, 24, 25, 28, 40, 41, 45, 47, 49]","[18, 24, 40, 41, 47]","[9, 25, 28, 45, 49]","[7, 9, 11, 14, 15, 18, 19, 20, 22, 24, 25, 26, 27, 28, 30, 34, 35, 37, 38, 40, 41, 43, 45, 46, 47, 48, 49]","[18, 24, 25, 40, 41, 47, 49]","[9, 18, 24, 25, 28, 40, 41, 45, 47, 49]",[],,"[7, 9, 11, 14, 15, 19, 22, 25, 28, 30, 34, 35, 37, 38, 41, 45, 47, 48]",[],[],,"[9, 18, 28, 40, 49]",[],[],,"[9, 11, 14, 18, 19, 20, 24, 27, 28, 34, 35, 41, 45, 47, 48]","[9, 18, 24, 25, 40, 41, 47, 49]","[28, 45]",,"[9, 18, 24, 25, 27, 28, 38, 40, 41, 45, 47, 49]","[40, 45, 47]","[9, 18, 24, 25, 28, 41, 49]",,"[9, 18, 24, 25, 28, 40, 41, 45, 47, 49]","[24, 41]","[9, 18, 25, 28, 40, 45, 47, 49]",,0.8235294117647058,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.56,0.7692307692307693,0.5714285714285715,0.6703296703296704,0.9090909090909091,0.5,0.6666666666666666,0.5833333333333333,0.42857142857142855,,,0.6666666666666666,,
50,ER,21,"[1, 19, 32, 34, 39, 43, 46, 47, 48, 49]","[1, 19, 32, 34, 39, 43, 46, 47, 48, 49]",[],"[1, 6, 8, 10, 13, 18, 19, 20, 23, 27, 28, 29, 30, 31, 32, 34, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49]","[1, 19, 27, 29, 30, 32, 37, 39, 43, 44, 46, 47, 48, 49]","[1, 19, 32, 34, 39, 46, 47, 48]","[43, 49]",,"[1, 6, 13, 18, 19, 23, 29, 30, 32, 37, 41, 43, 47, 48]",[],[],,"[1, 19, 39, 43, 48, 49]",[],[],,"[6, 48]","[1, 19, 32, 34, 39, 43, 47, 48, 49]",[46],,"[1, 6, 8, 19, 20, 27, 28, 29, 30, 32, 34, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 48, 49]","[19, 32, 34, 39, 43, 47, 48, 49]","[1, 46]",,"[1, 19, 32, 34, 39, 43, 46, 47, 48, 49]","[19, 34, 39, 43, 47, 48]","[1, 32, 46, 49]",,0.75,0.888888888888889,0.0,0.888888888888889,1.0,0.7499999999999999,0.0,0.7499999999999999,0.16666666666666669,0.9473684210526316,0.0,0.9473684210526316,0.6060606060606061,0.888888888888889,0.0,0.888888888888889,0.5,,,0.7499999999999999,,
50,ER,22,"[2, 10, 12, 19, 22, 28, 31, 32, 40, 43]","[2, 10, 12, 19, 22, 28, 31, 32, 40, 43]",[],"[2, 8, 10, 12, 14, 17, 18, 19, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 33, 34, 36, 38, 39, 40, 41, 42, 43, 46]","[2, 10, 12, 19, 22, 27, 28, 31, 32, 34, 40, 43]","[2, 10, 12, 19, 22, 31, 32, 40, 43]",[28],,"[8, 12, 14, 18, 24, 27, 28, 31, 34, 36, 38, 39, 41, 43, 46]",[],[],,"[2, 10, 12, 19, 22, 28, 32, 43]",[],[],,"[10, 12, 19, 25, 28, 33, 41, 43]","[2, 10, 12, 19, 22, 28, 31, 32, 40, 43]",[],,"[2, 10, 12, 14, 19, 21, 22, 23, 25, 27, 28, 31, 32, 33, 34, 36, 39, 40, 41, 43]","[2, 22, 31, 32, 40, 43]","[10, 12, 19, 28]",,"[2, 10, 12, 19, 22, 28, 31, 32, 40, 43]","[2, 22, 32, 43]","[10, 12, 19, 28, 31, 40]",,0.9090909090909091,0.9473684210526316,0.0,0.9473684210526316,1.0,0.5714285714285715,0.0,0.5714285714285715,0.5555555555555556,1.0,0.0,1.0,0.6666666666666666,0.7499999999999999,0.0,0.7499999999999999,0.32,,,0.888888888888889,,
50,ER,23,"[10, 16, 19, 29, 38, 41, 44, 45, 48, 49]","[10, 16, 19, 29, 38, 41, 44, 45, 48, 49]",[],"[10, 12, 13, 16, 18, 19, 20, 21, 24, 25, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 44, 45, 46, 47, 48, 49]","[10, 12, 16, 19, 24, 29, 30, 35, 38, 41, 44, 45, 47, 48, 49]","[10, 16, 19, 29, 38, 41, 44, 48, 49]",[45],,"[19, 24, 27, 28, 30, 31, 32, 35, 36, 37, 40, 41, 44, 48, 49]",[],[],,"[10, 16, 19, 38, 41, 44, 45]",[],[],,"[12, 16, 19, 21, 45, 46]","[10, 16, 19, 29, 38, 41, 44, 45, 48, 49]",[],,"[10, 16, 19, 24, 27, 29, 35, 37, 38, 40, 41, 44, 45, 46, 48, 49]","[10, 16, 19, 29, 38, 44, 45, 48, 49]",[41],,"[10, 16, 19, 29, 38, 41, 44, 45, 48, 49]","[10, 16, 19, 41, 44, 48, 49]","[29, 38, 45]",,0.8,0.9473684210526316,0.0,0.9473684210526316,1.0,0.8235294117647058,0.0,0.8235294117647058,0.37499999999999994,1.0,0.0,1.0,0.7692307692307693,0.9473684210526316,0.0,0.9473684210526316,0.4,,,0.8235294117647058,,
50,ER,24,"[9, 10, 14, 22, 24, 26, 31, 33, 34, 43]","[9, 10, 14, 22, 24, 26, 31, 33, 34, 43]",[],"[9, 10, 11, 14, 16, 17, 20, 21, 22, 23, 24, 26, 28, 30, 31, 33, 34, 37, 38, 39, 41, 42, 43, 44, 46, 48, 49]","[9, 10, 14, 17, 21, 22, 23, 24, 26, 28, 31, 33, 34, 37, 42, 43]","[9, 14, 22, 24, 26, 31, 33, 34, 43]",[10],,"[9, 10, 16, 17, 24, 26, 30, 31, 33, 38, 43, 46]",[],[],,"[9, 10, 14, 22, 24, 26, 31, 43]",[],[],,"[9, 10, 14, 17, 20, 21, 22, 23, 24, 26, 30, 31, 33, 34, 37, 38, 39, 41, 42, 43, 44, 46, 48]","[9, 10, 14, 22, 24, 26, 31, 33, 34, 43]",[],,"[9, 10, 11, 14, 17, 20, 22, 24, 26, 30, 31, 33, 34, 38, 39, 41, 43, 44, 46]","[9, 14, 24, 31, 33, 34, 43]","[10, 22, 26]",,"[9, 10, 14, 22, 24, 26, 31, 33, 34, 43]","[9, 14, 22, 24, 31, 33, 43]","[10, 26, 34]",,0.7692307692307693,0.9473684210526316,0.0,0.9473684210526316,1.0,0.8235294117647058,0.0,0.8235294117647058,0.6060606060606061,1.0,0.0,1.0,0.6896551724137931,0.8235294117647058,0.0,0.8235294117647058,0.6363636363636365,,,0.888888888888889,,
50,ER,25,"[13, 15, 22, 26, 27, 30, 35, 40, 44, 48]","[13, 15, 22, 26, 27, 30, 35, 40, 44, 48]",[],"[6, 8, 12, 13, 15, 16, 17, 18, 22, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 48, 49]","[13, 15, 22, 26, 27, 30, 35, 40, 44, 48]","[13, 15, 22, 26, 27, 30, 35, 40, 48]",[44],,"[6, 8, 12, 15, 16, 17, 24, 26, 29, 30, 33, 34, 36, 40, 44, 46, 47, 48, 49]",[],[],,"[13, 15, 22, 26, 30, 40, 44, 48]",[],[],,"[6, 8, 13, 15, 17, 25, 26, 27, 29, 30, 33, 35, 36, 40, 41, 43, 44, 48, 49]","[13, 15, 22, 26, 27, 30, 35, 40, 44, 48]",[],,"[6, 13, 15, 22, 24, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 40, 44, 46, 48]","[13, 15, 27, 30, 35, 40, 44, 48]","[22, 26]",,"[13, 15, 22, 26, 27, 30, 35, 40, 44, 48]","[13, 15, 27, 30, 35, 40, 48]","[22, 26, 44]",,1.0,0.9473684210526316,0.0,0.9473684210526316,1.0,0.8235294117647058,0.0,0.8235294117647058,0.6206896551724138,1.0,0.0,1.0,0.6896551724137931,0.888888888888889,0.0,0.888888888888889,0.41379310344827586,,,0.888888888888889,,
50,ER,26,"[11, 19, 20, 25, 32, 34, 37, 41, 43, 45]",[],"[11, 19, 20, 25, 32, 34, 37, 41, 43, 45]","[5, 9, 10, 11, 13, 19, 20, 22, 23, 25, 26, 29, 30, 31, 32, 33, 34, 35, 37, 39, 41, 42, 43, 44, 45, 46, 48, 49]","[11, 19, 25, 32, 33, 34, 37, 43, 45]","[11, 19, 20, 25, 32, 34, 37, 43, 45]",[41],,"[20, 23, 26, 29, 30, 32, 33, 34, 37, 41, 44, 45, 49]",[],[],,"[11, 19, 20, 32, 34, 37, 43]",[],[],,"[5, 11, 19, 20, 22, 25, 26, 32, 34, 35, 37, 41, 42, 43, 44, 45, 48]","[19, 20, 25, 32, 34, 41, 43]","[11, 37, 45]",,"[11, 19, 20, 25, 32, 33, 34, 37, 41, 42, 43, 44, 45, 48, 49]","[11, 32, 43, 45]","[19, 20, 25, 34, 37, 41]",,"[11, 19, 20, 25, 32, 34, 37, 41, 43, 45]","[37, 43]","[11, 19, 20, 25, 32, 34, 41, 45]",,0.8421052631578948,0.0,0.18181818181818182,0.18181818181818182,1.0,0.0,0.888888888888889,0.888888888888889,0.7407407407407407,0.0,0.4615384615384615,0.4615384615384615,0.8,0.0,0.7499999999999999,0.7499999999999999,0.5217391304347826,,,0.8235294117647058,,
50,ER,27,"[13, 21, 25, 27, 37, 41, 42, 45, 47, 48]",[],"[13, 21, 25, 27, 37, 41, 42, 45, 47, 48]","[7, 8, 11, 13, 15, 18, 21, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 41, 42, 44, 45, 47, 48]","[21, 25, 27, 32, 37, 41, 42, 47, 48]","[13, 21, 25, 27, 37, 41, 42, 45, 47, 48]",[],,"[7, 8, 11, 15, 18, 25, 26, 28, 29, 31, 32, 35, 36, 38, 41, 47]",[],[],,"[21, 25, 27, 37, 42, 45]",[],[],,"[7, 11, 13, 15, 18, 21, 25, 26, 27, 28, 31, 32, 33, 35, 37, 38, 41, 42, 44, 45, 47, 48]","[13, 21, 37, 41, 42, 45, 48]","[25, 27, 47]",,"[13, 21, 25, 27, 32, 36, 37, 41, 42, 45, 47, 48]","[41, 42]","[13, 21, 25, 27, 37, 45, 47, 48]",,"[13, 21, 25, 27, 37, 41, 42, 45, 47, 48]",[37],"[13, 21, 25, 27, 41, 42, 45, 47, 48]",,0.8421052631578948,0.0,0.0,0.0,1.0,0.0,0.9473684210526316,0.9473684210526316,0.625,0.0,0.4615384615384615,0.4615384615384615,0.9090909090909091,0.0,0.888888888888889,0.888888888888889,0.23076923076923075,,,0.7499999999999999,,
50,ER,28,"[23, 25, 28, 35, 37, 40, 41, 42, 47, 48]",[],"[23, 25, 28, 35, 37, 40, 41, 42, 47, 48]","[11, 22, 23, 24, 25, 27, 28, 30, 33, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49]","[25, 28, 30, 35, 37, 40, 41, 42, 47, 48]","[23, 25, 28, 35, 37, 40, 41, 42, 47, 48]",[],,"[22, 23, 24, 25, 27, 28, 33, 35, 40, 41, 43, 45, 47, 49]",[],[],,"[25, 28, 35, 41, 42, 47]",[],[],,"[11, 22, 23, 24, 25, 27, 28, 30, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49]","[23, 25, 28, 37, 41, 42, 47, 48]","[35, 40]",,"[23, 25, 27, 28, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49]",[47],"[23, 25, 28, 35, 37, 40, 41, 42, 48]",,"[23, 25, 28, 35, 37, 40, 41, 42, 47, 48]",[35],"[23, 25, 28, 37, 40, 41, 42, 47, 48]",,0.9,0.0,0.0,0.0,1.0,0.0,0.9473684210526316,0.9473684210526316,0.6,0.0,0.33333333333333337,0.33333333333333337,0.7407407407407407,0.0,0.9473684210526316,0.9473684210526316,0.5833333333333334,,,0.7499999999999999,,
50,ER,29,"[13, 23, 24, 27, 28, 30, 33, 34, 36, 42]",[],"[13, 23, 24, 27, 28, 30, 33, 34, 36, 42]","[5, 10, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 40, 41, 42, 43, 44, 45, 46, 48, 49]","[13, 23, 24, 27, 28, 30, 32, 33, 34, 36, 40, 42, 44]","[13, 23, 24, 27, 28, 30, 33, 34, 36, 42]",[],,"[5, 10, 17, 20, 21, 23, 27, 29, 30, 32, 33, 41, 42, 43, 48]",[],[],,"[13, 23, 24, 27, 28, 30, 33, 34, 36, 42]",[],[],,"[5, 10, 13, 16, 17, 19, 20, 21, 24, 26, 27, 28, 29, 30, 32, 33, 34, 36, 38, 40, 41, 42, 43, 45, 48, 49]","[27, 28, 34, 36]","[13, 23, 24, 30, 33, 42]",,"[10, 13, 17, 19, 20, 23, 24, 26, 27, 28, 29, 30, 33, 34, 36, 38, 40, 41, 42, 43, 44, 46, 48, 49]","[13, 34, 36]","[23, 24, 27, 28, 30, 33, 42]",,"[13, 23, 24, 27, 28, 30, 33, 34, 36, 42]","[23, 27, 34]","[13, 24, 28, 30, 33, 36, 42]",,0.8695652173913044,0.0,0.0,0.0,1.0,0.0,0.8235294117647058,0.8235294117647058,0.5,0.0,0.7499999999999999,0.7499999999999999,0.5882352941176471,0.0,0.8235294117647058,0.8235294117647058,0.4,,,1.0,,
50,ER,30,"[22, 30, 31, 34, 37, 39, 40, 45, 46, 49]",[],"[22, 30, 31, 34, 37, 39, 40, 45, 46, 49]","[3, 9, 14, 15, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 36, 37, 39, 40, 42, 44, 45, 46, 47, 48, 49]","[22, 30, 31, 34, 37, 39, 40, 45, 46, 49]","[22, 30, 31, 34, 37, 40, 45, 46, 49]",[39],,"[19, 22, 23, 24, 25, 26, 27, 29, 31, 33, 34, 36, 37, 44, 45, 46, 47, 48]",[],[],,"[22, 30, 31, 34, 39, 49]",[],[],,"[3, 14, 18, 19, 23, 27, 28, 29, 30, 34, 37, 39, 40, 42, 45, 46, 48, 49]","[31, 37, 39, 40, 45, 46]","[22, 30, 34, 49]",,"[18, 22, 23, 28, 30, 31, 34, 37, 39, 40, 45, 46, 47, 49]","[31, 40, 45]","[22, 30, 34, 37, 39, 46, 49]",,"[22, 30, 31, 34, 37, 39, 40, 45, 46, 49]","[22, 30]","[31, 34, 37, 39, 40, 45, 46, 49]",,1.0,0.0,0.18181818181818182,0.18181818181818182,1.0,0.0,0.888888888888889,0.888888888888889,0.5714285714285714,0.0,0.5714285714285715,0.5714285714285715,0.8333333333333333,0.0,0.8235294117647058,0.8235294117647058,0.42857142857142855,,,0.7499999999999999,,
50,SF,1,"[5, 9, 10, 16, 22, 28, 37, 42, 44, 48]","[10, 28, 37, 42, 44]","[5, 9, 16, 22, 48]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[5, 9, 10, 16, 22, 28, 37, 42, 44, 48]","[5, 9, 10, 16, 22, 28, 37, 42, 44, 48]",[],,"[2, 4, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 33, 35, 39, 40, 42, 44, 48, 49]",[],[],,"[5, 9, 10, 16, 22, 48]",[],[],,"[3, 5, 6, 9, 10, 12, 16, 22, 30, 37, 38, 44, 45, 47, 48]","[10, 16, 22, 28, 37, 42, 44, 48]","[5, 9]",,"[5, 6, 8, 9, 10, 16, 22, 28, 30, 37, 39, 42, 44, 47, 48, 49]","[10, 22, 28, 37, 42, 44, 48]","[5, 9, 16]",,"[5, 9, 10, 16, 22, 28, 37, 42, 44, 48]","[16, 42, 44]","[5, 9, 10, 22, 28, 37, 48]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5,0.6666666666666666,0.5833333333333333,0.64,0.7692307692307693,0.5714285714285715,0.6703296703296704,0.7692307692307693,0.8333333333333333,0.7499999999999999,0.7916666666666665,0.35,,,0.7499999999999999,,
50,SF,2,"[3, 20, 21, 25, 29, 34, 35, 38, 45, 46]","[3, 25, 34, 35, 45]","[20, 21, 29, 38, 46]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[3, 5, 9, 20, 21, 25, 29, 34, 35, 38, 45, 46]","[3, 20, 21, 25, 29, 34, 35, 38, 45, 46]",[],,"[3, 7, 10, 11, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 29, 30, 33, 35, 40, 43, 44, 46, 47, 49]",[],[],,"[20, 21, 29, 34, 38, 46]",[],[],,"[2, 6, 10, 11, 13, 14, 17, 19, 20, 21, 23, 25, 29, 33, 38, 46]","[3, 20, 21, 25, 29, 34, 35, 38, 45, 46]",[],,"[3, 13, 20, 21, 25, 29, 30, 31, 33, 34, 35, 38, 41, 45, 46, 47, 48]","[3, 21, 25, 34, 35, 45]","[20, 29, 38, 46]",,"[3, 20, 21, 25, 29, 34, 35, 38, 45, 46]",[34],"[3, 20, 21, 25, 29, 35, 38, 45, 46]",,0.9090909090909091,0.6666666666666666,0.0,0.3333333333333333,1.0,0.33333333333333337,0.7142857142857143,0.5238095238095238,0.4615384615384615,0.6666666666666666,0.0,0.3333333333333333,0.7407407407407407,0.9090909090909091,0.888888888888889,0.898989898989899,0.35294117647058826,,,0.7499999999999999,,
50,SF,3,"[2, 7, 11, 12, 13, 19, 24, 26, 27, 44]","[12, 13, 26, 27, 44]","[2, 7, 11, 19, 24]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[2, 7, 9, 11, 12, 13, 19, 24, 26, 27, 29, 34, 38, 41, 44]","[2, 7, 11, 12, 13, 19, 24, 26, 27, 44]",[],,"[2, 3, 4, 6, 7, 13, 17, 18, 19, 21, 23, 24, 27, 28, 33, 35, 36, 38, 40, 43, 44, 46, 48, 49]",[],[],,"[2, 7, 11, 12, 19, 24]",[],[],,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","[2, 7, 11, 12, 13, 19, 24, 26, 27, 44]",[],,"[2, 5, 7, 9, 11, 12, 13, 18, 19, 20, 24, 26, 27, 29, 30, 31, 32, 33, 36, 38, 42, 44, 45, 47]","[12, 13, 19, 26, 27, 44]","[2, 7, 11, 24]",,"[2, 7, 11, 12, 13, 19, 24, 26, 27, 44]","[12, 44]","[2, 7, 11, 13, 19, 24, 26, 27]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.5714285714285715,0.7692307692307693,0.6703296703296704,0.3214285714285714,0.6666666666666666,0.0,0.3333333333333333,0.5882352941176471,0.9090909090909091,0.888888888888889,0.898989898989899,0.4117647058823529,,,0.7499999999999999,,
