model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_30,ER,13,1000,30,1.0,4,30,0.12825560569763184,0.002137593428293864,590.34375,0.0,590.34375,0.004275186856587728,0.00012825560569763183,0.0,Linux,True,cuda:0
