time_log_prob,loss,log_prob,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,epoch,step,time_forward
4.201388835906982,12.977861404418945,-12.977861404418945,4.192261219024658,12.977860450744629,-12.977860450744629,0.055565159767866135,0,39,
,14.217416763305664,-14.217416763305664,,,,,1,49,8.6622314453125
4.402923583984375,12.716041564941406,-12.716041564941406,4.354618549346924,12.71604061126709,-12.71604061126709,,1,79,
,13.834091186523438,-13.834091186523438,,,,,2,99,2.0973384380340576
4.714059829711914,12.481266021728516,-12.481266021728516,4.659239768981934,12.481266975402832,-12.481266975402832,,2,119,
,13.595619201660156,-13.595619201660156,,,,,3,149,2.2291204929351807
2.858590841293335,12.393409729003906,-12.393409729003906,2.8631882667541504,12.39340877532959,-12.39340877532959,,3,159,
,13.752006530761719,-13.752006530761719,,,,,4,199,27.805566787719727
2.871846914291382,12.337529182434082,-12.337529182434082,3.0268795490264893,12.337528228759766,-12.337528228759766,,4,199,
3.078746795654297,12.14597225189209,-12.14597225189209,3.074841260910034,12.14597225189209,-12.14597225189209,0.0772663950920105,5,239,
,13.162673950195312,-13.162673950195312,,,,,6,249,2.354616403579712
3.6348819732666016,12.192268371582031,-12.192268371582031,3.622610569000244,12.192268371582031,-12.192268371582031,,6,279,
,13.065178871154785,-13.065178871154785,,,,,7,299,2.2542662620544434
3.137683868408203,11.86414623260498,-11.86414623260498,3.4372317790985107,11.86414623260498,-11.86414623260498,,7,319,
,13.137954711914062,-13.137954711914062,,,,,8,349,2.418644666671753
2.1868231296539307,11.739350318908691,-11.739350318908691,2.2021398544311523,11.739349365234375,-11.739349365234375,,8,359,
,12.615592956542969,-12.615592956542969,,,,,9,399,107.46717834472656
2.332592248916626,11.728259086608887,-11.728259086608887,2.391106128692627,11.728260040283203,-11.728260040283203,,9,399,
3.6252973079681396,11.619210243225098,-11.619210243225098,3.7076613903045654,11.619210243225098,-11.619210243225098,0.07245893776416779,10,439,
,12.681123733520508,-12.681123733520508,,,,,11,449,7.738592147827148
4.855703830718994,11.547503471374512,-11.547503471374512,4.963634014129639,11.547502517700195,-11.547502517700195,,11,479,
,12.630285263061523,-12.630285263061523,,,,,12,499,2.3876781463623047
4.221630573272705,11.488751411437988,-11.488751411437988,4.181009769439697,11.488752365112305,-11.488752365112305,,12,519,
,12.62237548828125,-12.62237548828125,,,,,13,549,2.074986696243286
4.636716842651367,11.607422828674316,-11.607422828674316,4.579653739929199,11.607422828674316,-11.607422828674316,,13,559,
,13.038484573364258,-13.038484573364258,,,,,14,599,130.2994842529297
2.343583106994629,11.409100532531738,-11.409100532531738,2.3428242206573486,11.409100532531738,-11.409100532531738,,14,599,
2.945423126220703,11.360945701599121,-11.360945701599121,2.9418556690216064,11.360945701599121,-11.360945701599121,0.04307367652654648,15,639,
,12.472049713134766,-12.472049713134766,,,,,16,649,6.427755355834961
2.9783008098602295,11.478610038757324,-11.478610038757324,2.9800641536712646,11.478609085083008,-11.478609085083008,,16,679,
,12.621195793151855,-12.621195793151855,,,,,17,699,5.937880039215088
2.5118110179901123,11.423494338989258,-11.423494338989258,2.5427966117858887,11.423495292663574,-11.423495292663574,,17,719,
,12.530073165893555,-12.530073165893555,,,,,18,749,1.995591402053833
5.673956871032715,11.443987846374512,-11.443987846374512,5.630908012390137,11.443987846374512,-11.443987846374512,,18,759,
,12.775938987731934,-12.775938987731934,,,,,19,799,94.33924865722656
3.54447340965271,11.3373441696167,-11.3373441696167,3.8401176929473877,11.337345123291016,-11.337345123291016,,19,799,
3.948688268661499,11.294999122619629,-11.294999122619629,3.927928924560547,11.294999122619629,-11.294999122619629,0.04552329704165459,20,839,
,12.434844970703125,-12.434844970703125,,,,,21,849,2.5522894859313965
3.6205527782440186,11.410568237304688,-11.410568237304688,3.69543719291687,11.410567283630371,-11.410567283630371,,21,879,
,12.293100357055664,-12.293100357055664,,,,,22,899,3.075925588607788
5.3687334060668945,11.256157875061035,-11.256157875061035,5.311818599700928,11.256157875061035,-11.256157875061035,,22,919,
,12.339803695678711,-12.339803695678711,,,,,23,949,2.33575701713562
3.148198127746582,11.234539985656738,-11.234539985656738,3.135594367980957,11.234539985656738,-11.234539985656738,,23,959,
,12.33050537109375,-12.33050537109375,,,,,24,999,131.50274658203125
2.991056442260742,11.353556632995605,-11.353556632995605,2.991764783859253,11.353557586669922,-11.353557586669922,,24,999,
3.7700178623199463,11.201127052307129,-11.201127052307129,3.7380149364471436,11.201128005981445,-11.201128005981445,0.04084644839167595,25,1039,
,12.342376708984375,-12.342376708984375,,,,,26,1049,2.596527338027954
2.795839309692383,11.254315376281738,-11.254315376281738,2.7963266372680664,11.254315376281738,-11.254315376281738,,26,1079,
,12.224895477294922,-12.224895477294922,,,,,27,1099,2.272892713546753
2.796649694442749,11.314400672912598,-11.314400672912598,2.7925918102264404,11.314400672912598,-11.314400672912598,,27,1119,
,12.37728214263916,-12.37728214263916,,,,,28,1149,1.9608997106552124
5.6786065101623535,11.30518627166748,-11.30518627166748,5.648227691650391,11.305185317993164,-11.305185317993164,,28,1159,
,12.100446701049805,-12.100446701049805,,,,,29,1199,109.70980072021484
3.9561750888824463,11.208735466003418,-11.208735466003418,3.9177422523498535,11.208734512329102,-11.208734512329102,,29,1199,
2.535104990005493,11.616128921508789,-11.616128921508789,2.536799192428589,11.616128921508789,-11.616128921508789,0.04400169849395752,30,1239,
,12.430673599243164,-12.430673599243164,,,,,31,1249,1.7308629751205444
4.944991588592529,11.307147026062012,-11.307147026062012,4.895942211151123,11.307147026062012,-11.307147026062012,,31,1279,
