model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_40,ER,30,50000,40,1.0,4,40,1.8276169300079346,0.03046028216679891,7385.58203125,0.0,7385.58203125,0.04569042325019836,3.655233860015869e-05,0.0,Linux,True,cuda:0
