model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_40,SF,17,50000,40,0.975,1,39,2.4130702018737793,0.040217836697896324,7385.58203125,0.0,7385.58203125,0.06032675504684448,4.8261404037475586e-05,0.0,Linux,True,cuda:0
