model,exp_type,dataset_name,config_name,dataset_idx,n_samples,n_nodes,avg_parents,max_parents,total_edges,execution_time_sec,execution_time_min,peak_rss_mb,peak_memory_increase_mb,start_rss_mb,time_per_node,time_per_sample,memory_per_node,os,success,device
linearccp,synthetic,nodes_50,SF,17,50000,50,0.98,1,49,2.957012176513672,0.049283536275227864,7385.58203125,0.0,7385.58203125,0.05914024353027344,5.9140243530273434e-05,0.0,Linux,True,cuda:0
