time_log_prob,loss,log_prob,val_time_log_prob,val_loss,val_log_prob,val_loss_jacobian_x,epoch,step,time_forward,loss_jacobian_x,loss_z_independence,loss_parent_z_independence
3.0526161193847656,12.108248710632324,-12.108248710632324,3.0652389526367188,12.108247756958008,-12.108247756958008,0.06142381951212883,0,39,,,,
,13.883560180664062,-13.883560180664062,,,,,1,49,6.350688457489014,,,
2.8048276901245117,11.757633209228516,-11.757633209228516,2.7909207344055176,11.7576322555542,-11.7576322555542,,1,79,,,,
,13.515718460083008,-13.515718460083008,,,,,2,99,1.9192229509353638,,,
5.3679704666137695,11.536534309387207,-11.536534309387207,5.323197841644287,11.536534309387207,-11.536534309387207,,2,119,,,,
,13.427862167358398,-13.427862167358398,,,,,3,149,1.7834827899932861,,,
2.2301909923553467,11.312915802001953,-11.312915802001953,2.236537456512451,11.312915802001953,-11.312915802001953,,3,159,,,,
,12.65291690826416,-12.65291690826416,,,,,4,199,41.287391662597656,,,
2.086925506591797,11.230181694030762,-11.230181694030762,2.113036870956421,11.230181694030762,-11.230181694030762,,4,199,,,,
1.9979000091552734,11.105484962463379,-11.105484962463379,2.0236458778381348,11.105485916137695,-11.105485916137695,0.0800238847732544,5,239,,,,
,12.949810028076172,-12.949810028076172,,,,,6,249,2.1711456775665283,,,
3.1175849437713623,11.01081371307373,-11.01081371307373,3.1071388721466064,11.01081371307373,-11.01081371307373,,6,279,,,,
,12.929790496826172,-12.929790496826172,,,,,7,299,6.679911136627197,,,
3.2219648361206055,11.00256633758545,-11.00256633758545,3.204453229904175,11.00256633758545,-11.00256633758545,,7,319,,,,
,12.668098449707031,-12.668098449707031,,,,,8,349,1.8726568222045898,,,
3.285670280456543,10.745545387268066,-10.745545387268066,3.2684192657470703,10.745543479919434,-10.745543479919434,,8,359,,,,
,12.61825180053711,-12.61825180053711,,,,,9,399,37.670135498046875,,,
3.613734483718872,10.662501335144043,-10.662501335144043,3.5863349437713623,10.66250228881836,-10.66250228881836,,9,399,,,,
5.796360969543457,10.56580924987793,-10.56580924987793,5.7322821617126465,10.56580924987793,-10.56580924987793,0.03820887580513954,10,439,,,,
,12.578639030456543,-12.578639030456543,,,,,11,449,1.7974525690078735,,,
4.229163646697998,10.616691589355469,-10.616691589355469,4.195216655731201,10.616691589355469,-10.616691589355469,,11,479,,,,
,12.390695571899414,-12.390695571899414,,,,,12,499,1.6093254089355469,,,
4.5916314125061035,10.547148704528809,-10.547148704528809,4.546666145324707,10.547147750854492,-10.547147750854492,,12,519,,,,
,12.526790618896484,-12.526790618896484,,,,,13,549,11.670868873596191,,,
4.192066192626953,10.567030906677246,-10.567030906677246,4.74993371963501,10.567030906677246,-10.567030906677246,,13,559,,,,
,12.493714332580566,-12.493714332580566,,,,,14,599,26.95247459411621,,,
2.95865535736084,10.427767753601074,-10.427767753601074,2.958740472793579,10.427766799926758,-10.427766799926758,,14,599,,,,
3.692007064819336,10.399463653564453,-10.399463653564453,3.6813690662384033,10.399463653564453,-10.399463653564453,0.03008606843650341,15,639,,,,
,12.434850692749023,-12.434850692749023,,,,,16,649,2.2917520999908447,,,
4.1451215744018555,10.423551559448242,-10.423551559448242,4.110307216644287,10.423551559448242,-10.423551559448242,,16,679,,,,
,12.309907913208008,-12.309907913208008,,,,,17,699,1.8931459188461304,,,
2.8964757919311523,10.342801094055176,-10.342801094055176,3.050995349884033,10.342801094055176,-10.342801094055176,,17,719,,,,
,12.349174499511719,-12.349174499511719,,,,,18,749,1.8391292095184326,,,
2.681756019592285,10.391642570495605,-10.391642570495605,2.676535129547119,10.391642570495605,-10.391642570495605,,18,759,,,,
,11.795619010925293,-11.795619010925293,,,,,19,799,35.09223556518555,,,
5.014919757843018,10.482218742370605,-10.482218742370605,5.255253314971924,10.482218742370605,-10.482218742370605,,19,799,,,,
2.8155088424682617,10.361811637878418,-10.361811637878418,2.8194549083709717,10.361812591552734,-10.361812591552734,0.022878507152199745,20,839,,,,
,12.259269714355469,-12.259269714355469,,,,,21,849,2.310145616531372,,,
2.257823944091797,10.274420738220215,-10.274420738220215,2.2718472480773926,10.274419784545898,-10.274419784545898,,21,879,,,,
,12.230672836303711,-12.230672836303711,,,,,22,899,2.1099112033843994,,,
3.4731624126434326,10.404312133789062,-10.404312133789062,3.4624862670898438,10.404312133789062,-10.404312133789062,,22,919,,,,
,12.090184211730957,-12.090184211730957,,,,,23,949,2.399319887161255,,,
2.326202392578125,10.422595024108887,-10.422595024108887,2.3240902423858643,10.422595024108887,-10.422595024108887,,23,959,,,,
,12.56326675415039,-12.56326675415039,,,,,24,999,122.56950378417969,,,
3.591585159301758,10.347394943237305,-10.347394943237305,3.5652823448181152,10.347393989562988,-10.347393989562988,,24,999,,,,
2.6651623249053955,10.313188552856445,-10.313188552856445,2.662454128265381,10.313187599182129,-10.313187599182129,0.02661258913576603,25,1039,,,,
,12.404120445251465,-12.404120445251465,,,,,26,1049,1.7355196475982666,,,
4.550028324127197,10.352204322814941,-10.352204322814941,4.519927978515625,10.352204322814941,-10.352204322814941,,26,1079,,,,
,12.139932632446289,-12.139932632446289,,,,,27,1099,1.5874392986297607,,,
4.418755054473877,10.342796325683594,-10.342796325683594,4.385096549987793,10.342795372009277,-10.342795372009277,,27,1119,,,,
,12.251413345336914,-12.251413345336914,,,,,28,1149,1.8337740898132324,,,
2.2855043411254883,10.259649276733398,-10.259649276733398,2.288900852203369,10.259649276733398,-10.259649276733398,,28,1159,,,,
,11.964374542236328,-11.964374542236328,,,,,29,1199,28.077512741088867,,,
2.5838375091552734,10.1455659866333,-10.1455659866333,2.582479476928711,10.1455659866333,-10.1455659866333,,29,1199,,,,
