node_count,graph_type,dataset_idx,true_shifted_nodes,true_function_shifts,true_noise_shifts,nodes_with_parents,fans_shifted_nodes,fans_function_shifts,fans_noise_shifts,fans_error,fans_swap_shifted_nodes,fans_swap_function_shifts,fans_swap_noise_shifts,fans_swap_error,fans_5000_shifted_nodes,fans_5000_function_shifts,fans_5000_noise_shifts,fans_5000_error,fans_10000_shifted_nodes,fans_10000_function_shifts,fans_10000_noise_shifts,fans_10000_error,fans_30000_shifted_nodes,fans_30000_function_shifts,fans_30000_noise_shifts,fans_30000_error,fans_100epochs_shifted_nodes,fans_100epochs_function_shifts,fans_100epochs_noise_shifts,fans_100epochs_error,fans_500epochs_shifted_nodes,fans_500epochs_function_shifts,fans_500epochs_noise_shifts,fans_500epochs_error,fans_dim8_shifted_nodes,fans_dim8_function_shifts,fans_dim8_noise_shifts,fans_dim8_error,fans_dim16_shifted_nodes,fans_dim16_function_shifts,fans_dim16_noise_shifts,fans_dim16_error,fans_anm_shifted_nodes,fans_anm_function_shifts,fans_anm_noise_shifts,fans_anm_error,fans_small_shifted_nodes,fans_small_function_shifts,fans_small_noise_shifts,fans_small_error,iscan_shifted_nodes,iscan_function_shifts,iscan_noise_shifts,iscan_error,linearccp_shifted_nodes,linearccp_function_shifts,linearccp_noise_shifts,linearccp_error,splitkci_shifted_nodes,splitkci_function_shifts,splitkci_noise_shifts,splitkci_error,prediter_shifted_nodes,prediter_function_shifts,prediter_noise_shifts,prediter_error,gpr_shifted_nodes,gpr_function_shifts,gpr_noise_shifts,gpr_error,lcit_shifted_nodes,lcit_function_shifts,lcit_noise_shifts,lcit_error,fans_f1_shifted,fans_f1_function,fans_f1_noise,fans_f1_macro,fans_swap_f1_shifted,fans_swap_f1_function,fans_swap_f1_noise,fans_swap_f1_macro,fans_5000_f1_shifted,fans_5000_f1_function,fans_5000_f1_noise,fans_5000_f1_macro,fans_10000_f1_shifted,fans_10000_f1_function,fans_10000_f1_noise,fans_10000_f1_macro,fans_30000_f1_shifted,fans_30000_f1_function,fans_30000_f1_noise,fans_30000_f1_macro,fans_100epochs_f1_shifted,fans_100epochs_f1_function,fans_100epochs_f1_noise,fans_100epochs_f1_macro,fans_500epochs_f1_shifted,fans_500epochs_f1_function,fans_500epochs_f1_noise,fans_500epochs_f1_macro,fans_dim8_f1_shifted,fans_dim8_f1_function,fans_dim8_f1_noise,fans_dim8_f1_macro,fans_dim16_f1_shifted,fans_dim16_f1_function,fans_dim16_f1_noise,fans_dim16_f1_macro,fans_anm_f1_shifted,fans_anm_f1_function,fans_anm_f1_noise,fans_anm_f1_macro,fans_small_f1_shifted,fans_small_f1_function,fans_small_f1_noise,fans_small_f1_macro,gpr_f1_shifted,gpr_f1_function,gpr_f1_noise,gpr_f1_macro,iscan_f1_shifted,iscan_f1_function,iscan_f1_noise,iscan_f1_macro,linearccp_f1_shifted,linearccp_f1_function,linearccp_f1_noise,linearccp_f1_macro,splitkci_f1_shifted,splitkci_f1_function,splitkci_f1_noise,prediter_f1_shifted,prediter_f1_function,prediter_f1_noise,lcit_f1_shifted,lcit_f1_function,lcit_f1_noise
20,ER,9,"[5, 9, 10, 13]","[9, 10]","[5, 13]","[4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19]","[5, 9, 10, 13]","[9, 10]","[5, 13]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_9/*/fans_analysis/fans_*.json,"[4, 7, 8, 18]","[5, 9, 10]",[13],,[],[],[],File not found,[],[],[],File not found,"[5, 9, 10, 13]",[],[],,[],[],[],File not found,"[4, 5, 7, 8, 10, 12, 13, 16, 17]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.7333333333333334,0,0.0,0.0,0.0,0,,,1.0,,,0.46153846153846156,,
20,ER,10,"[5, 15, 16, 17]","[15, 17]","[5, 16]","[5, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 15, 16, 17]","[15, 17]","[5, 16]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_10/*/fans_analysis/fans_*.json,"[12, 13, 14, 16, 17]","[15, 17]","[5, 16]",,[],[],[],File not found,[],[],[],File not found,"[5, 15, 16, 17, 18]",[],[],,[],[],[],File not found,"[7, 10, 13, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4444444444444445,1.0,1.0,1.0,0,0.0,0.0,0.0,0,,,0.888888888888889,,,0.0,,
20,ER,11,"[5, 6, 11, 17]","[6, 17]","[5, 11]","[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 6, 11, 17]","[6, 17]","[5, 11]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_11/*/fans_analysis/fans_*.json,"[4, 5, 6, 12, 13, 15, 16, 17, 18, 19]","[6, 11, 17]",[5],,[],[],[],File not found,[],[],[],File not found,"[5, 6, 11, 17]",[],[],,[],[],[],File not found,"[3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 17, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4285714285714285,0.8,0.6666666666666666,0.7333333333333334,0,0.0,0.0,0.0,0,,,1.0,,,0.375,,
20,ER,12,"[10, 11, 15, 16]","[10, 11]","[15, 16]","[2, 3, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]","[10, 11, 15, 16]","[10, 11]","[15, 16]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_12/*/fans_analysis/fans_*.json,"[2, 10, 13, 15, 16, 18, 19]","[10, 11, 15, 16]",[],,[],[],[],File not found,[],[],[],File not found,"[10, 11, 15, 16]",[],[],,[],[],[],File not found,"[2, 3, 9, 10, 11, 12, 14, 16, 18, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5454545454545454,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,,,1.0,,,0.4285714285714285,,
20,ER,13,"[7, 12, 15, 17]","[15, 17]","[7, 12]","[6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]","[7, 12, 15, 17]","[15, 17]","[7, 12]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_13/*/fans_analysis/fans_*.json,"[8, 12, 14, 15, 17, 19]","[7, 15, 17]",[12],,[],[],[],File not found,[],[],[],File not found,"[7, 12, 15, 17]",[],[],,[],[],[],File not found,"[6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6,0.8,0.6666666666666666,0.7333333333333334,0,0.0,0.0,0.0,0,,,1.0,,,0.5,,
20,ER,14,"[8, 12, 13, 14]","[12, 13]","[8, 14]","[5, 8, 10, 11, 12, 13, 14, 16, 17, 19]","[8, 12, 13, 14]","[12, 13]","[8, 14]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_14/*/fans_analysis/fans_*.json,"[5, 8, 10, 13, 14]","[8, 12, 13, 14]",[],,[],[],[],File not found,[],[],[],File not found,"[8, 12, 13, 14, 17]",[],[],,[],[],[],File not found,"[5, 8, 10, 11, 12, 13, 14, 16, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,,,0.888888888888889,,,0.6153846153846153,,
20,ER,15,"[3, 12, 15, 19]","[15, 19]","[3, 12]","[3, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[3, 12, 15, 19]","[15, 19]","[3, 12]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_15/*/fans_analysis/fans_*.json,[15],"[12, 15, 19]",[3],,[],[],[],File not found,[],[],[],File not found,"[3, 12, 15, 19]",[],[],,[],[],[],File not found,"[3, 4, 10, 12, 14, 15, 17, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4,0.8,0.6666666666666666,0.7333333333333334,0,0.0,0.0,0.0,0,,,1.0,,,0.6666666666666666,,
20,ER,16,"[9, 11, 13, 17]","[9, 11]","[13, 17]","[6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19]","[9, 11, 13, 17]","[9, 11]","[13, 17]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_16/*/fans_analysis/fans_*.json,"[9, 11, 12, 13, 17]","[9, 11, 13]",[17],,[],[],[],File not found,[],[],[],File not found,"[9, 11, 13, 17]",[],[],,[],[],[],File not found,"[6, 7, 9, 10, 11, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.888888888888889,0.8,0.6666666666666666,0.7333333333333334,0,0.0,0.0,0.0,0,,,1.0,,,0.4,,
20,ER,17,"[12, 13, 14, 15]","[14, 15]","[12, 13]","[5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]","[12, 13, 14, 15]","[14, 15]","[12, 13]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_17/*/fans_analysis/fans_*.json,"[9, 13, 15, 19]","[12, 13, 14, 15]",[],,[],[],[],File not found,[],[],[],File not found,"[12, 13, 14, 15]",[],[],,[],[],[],File not found,"[5, 8, 9, 10, 11, 14, 15, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,,,1.0,,,0.3333333333333333,,
20,ER,18,"[6, 8, 15, 17]","[6, 8]","[15, 17]","[5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[6, 8, 15, 17]","[6, 8]","[15, 17]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_18/*/fans_analysis/fans_*.json,"[5, 6, 7, 8, 12, 13, 14, 15, 17]","[6, 8]","[15, 17]",,[],[],[],File not found,[],[],[],File not found,"[6, 8, 15, 17]",[],[],,[],[],[],File not found,"[5, 6, 8, 9, 11, 12, 13, 14, 16, 17, 19]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6153846153846153,1.0,1.0,1.0,0,0.0,0.0,0.0,0,,,1.0,,,0.39999999999999997,,
20,ER,19,"[7, 13, 14, 18]","[7, 14]","[13, 18]","[5, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[7, 13, 14, 18]","[7, 14]","[13, 18]",,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_swap/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_5000/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_10000/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_30000/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_100epochs/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_500epochs/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim8/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_dim16/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_anm/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],[],[],File not found with pattern: /data1/statduck/exp1_result_fans_small/*nodes_20_ER_adj_19/*/fans_analysis/fans_*.json,[],"[7, 13, 14, 18]",[],,[],[],[],File not found,[],[],[],File not found,"[7, 13, 14, 18]",[],[],,[],[],[],File not found,"[5, 7, 10, 12, 13, 14, 15, 16, 17]",[],[],,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0.0,0.0,0,,,1.0,,,0.46153846153846156,,
